Lote,Linea,Palma,Longitud,Latitud
83 - EL MIRADOR,58,16,-73.648934900000,3.893152202000
83 - EL MIRADOR,58,17,-73.649018500000,3.893176122000
83 - EL MIRADOR,58,18,-73.649104600000,3.893200867000
83 - EL MIRADOR,58,19,-73.649185700000,3.893231373000
83 - EL MIRADOR,58,20,-73.649271000000,3.893254471000
83 - EL MIRADOR,58,21,-73.649350500000,3.893276742000
83 - EL MIRADOR,58,22,-73.649435700000,3.893304780000
83 - EL MIRADOR,58,23,-73.649518500000,3.893332816000
83 - EL MIRADOR,58,24,-73.649602100000,3.893359206000
83 - EL MIRADOR,58,25,-73.649685700000,3.893380656000
83 - EL MIRADOR,58,26,-73.649765200000,3.893405398000
83 - EL MIRADOR,58,27,-73.649852900000,3.893427673000
83 - EL MIRADOR,58,28,-73.649936500000,3.893454063000
83 - EL MIRADOR,59,15,-73.648842300000,3.896102869000
83 - EL MIRADOR,59,13,-73.648676800000,3.895551860000
83 - EL MIRADOR,59,3,-73.647847300000,3.894310814000
83 - EL MIRADOR,59,1,-73.647682500000,3.892697889000
83 - EL MIRADOR,59,2,-73.647764500000,3.892721809000
83 - EL MIRADOR,59,3,-73.647847300000,3.892748199000
83 - EL MIRADOR,59,4,-73.647935000000,3.892779531000
83 - EL MIRADOR,59,5,-73.648012000000,3.892801802000
83 - EL MIRADOR,59,6,-73.648098100000,3.892828193000
83 - EL MIRADOR,59,7,-73.648179200000,3.892849642000
83 - EL MIRADOR,59,8,-73.648264500000,3.892874387000
83 - EL MIRADOR,59,9,-73.648347300000,3.892903247000
83 - EL MIRADOR,59,10,-73.648430900000,3.892923873000
83 - EL MIRADOR,59,11,-73.648512000000,3.892953556000
83 - EL MIRADOR,59,12,-73.648599700000,3.892975008000
83 - EL MIRADOR,59,13,-73.648676800000,3.892997278000
83 - EL MIRADOR,59,14,-73.648761200000,3.893029432000
83 - EL MIRADOR,59,15,-73.648842300000,3.893053351000
83 - EL MIRADOR,59,16,-73.648930000000,3.893078097000
83 - EL MIRADOR,59,17,-73.649006300000,3.893098720000
83 - EL MIRADOR,59,18,-73.649092300000,3.893129228000
83 - EL MIRADOR,59,19,-73.649174300000,3.893158088000
83 - EL MIRADOR,59,20,-73.649260400000,3.893185303000
83 - EL MIRADOR,59,21,-73.649343100000,3.893206752000
83 - EL MIRADOR,59,22,-73.649424300000,3.893233141000
83 - EL MIRADOR,59,23,-73.649504600000,3.893254590000
83 - EL MIRADOR,59,24,-73.649590700000,3.893281804000
83 - EL MIRADOR,59,25,-73.649675900000,3.893308196000
83 - EL MIRADOR,59,26,-73.649757900000,3.893333762000
83 - EL MIRADOR,59,27,-73.649839000000,3.893355210000
83 - EL MIRADOR,59,28,-73.649925900000,3.893384072000
83 - EL MIRADOR,59,29,-73.650005400000,3.893407990000
83 - EL MIRADOR,6,1,-73.647208900000,3.896313313000
83 - EL MIRADOR,6,2,-73.647289400000,3.896338174000
83 - EL MIRADOR,6,3,-73.647377800000,3.896361438000
83 - EL MIRADOR,6,4,-73.647458300000,3.896392704000
83 - EL MIRADOR,6,5,-73.647532500000,3.896421564000
83 - EL MIRADOR,6,6,-73.647620100000,3.896441625000
83 - EL MIRADOR,6,7,-73.647703800000,3.896466488000
83 - EL MIRADOR,6,8,-73.647792300000,3.896487350000
83 - EL MIRADOR,6,9,-73.647875200000,3.896515414000
83 - EL MIRADOR,6,10,-73.647954900000,3.896543477000
83 - EL MIRADOR,6,11,-73.648041800000,3.896558734000
83 - EL MIRADOR,6,12,-73.648122300000,3.896588398000
83 - EL MIRADOR,6,13,-73.648210700000,3.896615665000
83 - EL MIRADOR,6,14,-73.648289600000,3.896640525000
83 - EL MIRADOR,6,15,-73.648374900000,3.896662987000
83 - EL MIRADOR,6,16,-73.648453800000,3.896687847000
83 - EL MIRADOR,6,17,-73.648539900000,3.896717514000
83 - EL MIRADOR,6,18,-73.648624400000,3.896739174000
83 - EL MIRADOR,6,19,-73.648708100000,3.896763236000
83 - EL MIRADOR,6,20,-73.648787000000,3.896794501000
83 - EL MIRADOR,6,21,-73.648867500000,3.896814558000
83 - EL MIRADOR,6,22,-73.648956700000,3.896842626000
83 - EL MIRADOR,6,23,-73.649038800000,3.896866687000
83 - EL MIRADOR,6,24,-73.649117700000,3.896888344000
83 - EL MIRADOR,6,25,-73.649201400000,3.896918011000
83 - EL MIRADOR,6,26,-73.649283500000,3.896940470000
83 - EL MIRADOR,60,17,-73.649087000000,3.896171524000
83 - EL MIRADOR,60,20,-73.649327200000,3.895679493000
83 - EL MIRADOR,60,1,-73.647753900000,3.892645231000
83 - EL MIRADOR,60,2,-73.647836700000,3.892673267000
83 - EL MIRADOR,60,3,-73.647920300000,3.892698011000
83 - EL MIRADOR,60,4,-73.648005100000,3.892722755000
83 - EL MIRADOR,60,5,-73.648084600000,3.892752437000
83 - EL MIRADOR,60,6,-73.648167400000,3.892778004000
83 - EL MIRADOR,60,7,-73.648251800000,3.892802748000
83 - EL MIRADOR,60,8,-73.648334600000,3.892828314000
83 - EL MIRADOR,60,9,-73.648418200000,3.892853058000
83 - EL MIRADOR,60,10,-73.648499400000,3.892879447000
83 - EL MIRADOR,60,11,-73.648587900000,3.892899253000
83 - EL MIRADOR,60,12,-73.648669800000,3.892927289000
83 - EL MIRADOR,60,13,-73.648748500000,3.892955323000
83 - EL MIRADOR,60,14,-73.648828800000,3.892978418000
83 - EL MIRADOR,60,15,-73.648915700000,3.893005634000
83 - EL MIRADOR,60,16,-73.649000200000,3.893028731000
83 - EL MIRADOR,60,17,-73.649087000000,3.893055123000
83 - EL MIRADOR,60,18,-73.649162400000,3.893074922000
83 - EL MIRADOR,60,19,-73.649248500000,3.893103784000
83 - EL MIRADOR,60,20,-73.649327200000,3.893128525000
83 - EL MIRADOR,60,21,-73.649410800000,3.893149975000
83 - EL MIRADOR,60,22,-73.649496000000,3.893183776000
83 - EL MIRADOR,60,23,-73.649581300000,3.893205227000
83 - EL MIRADOR,60,24,-73.649666500000,3.893230795000
83 - EL MIRADOR,60,25,-73.649745200000,3.893254712000
83 - EL MIRADOR,60,26,-73.649828000000,3.893279455000
83 - EL MIRADOR,60,27,-73.649910800000,3.893309962000
83 - EL MIRADOR,60,28,-73.649991100000,3.893336350000
83 - EL MIRADOR,61,1,-73.647738800000,3.892572767000
83 - EL MIRADOR,61,2,-73.647822800000,3.892598334000
83 - EL MIRADOR,61,3,-73.647909700000,3.892625550000
83 - EL MIRADOR,61,4,-73.647991600000,3.892646176000
83 - EL MIRADOR,61,5,-73.648074400000,3.892679152000
83 - EL MIRADOR,61,6,-73.648159600000,3.892702250000
83 - EL MIRADOR,61,7,-73.648242400000,3.892721230000
83 - EL MIRADOR,61,8,-73.648322800000,3.892753382000
83 - EL MIRADOR,61,9,-73.648402300000,3.892778123000
83 - EL MIRADOR,61,10,-73.648491600000,3.892802047000
83 - EL MIRADOR,61,11,-73.648575200000,3.892826790000
83 - EL MIRADOR,61,12,-73.648656400000,3.892850709000
83 - EL MIRADOR,61,13,-73.648741600000,3.892882864000
83 - EL MIRADOR,61,14,-73.648821900000,3.892904312000
83 - EL MIRADOR,61,15,-73.648904700000,3.892931525000
83 - EL MIRADOR,61,16,-73.648982600000,3.892953796000
83 - EL MIRADOR,61,17,-73.649070300000,3.892981835000
83 - EL MIRADOR,61,18,-73.649149800000,3.893005753000
83 - EL MIRADOR,61,19,-73.649237500000,3.893032145000
83 - EL MIRADOR,61,20,-73.649316200000,3.893054416000
83 - EL MIRADOR,61,21,-73.649400600000,3.893077514000
83 - EL MIRADOR,61,22,-73.649487500000,3.893104729000
83 - EL MIRADOR,61,23,-73.649568600000,3.893128648000
83 - EL MIRADOR,61,24,-73.649658800000,3.893158335000
83 - EL MIRADOR,61,25,-73.649731700000,3.893182249000
83 - EL MIRADOR,61,26,-73.649816100000,3.893206170000
83 - EL MIRADOR,61,27,-73.649900600000,3.893234207000
83 - EL MIRADOR,61,28,-73.649984200000,3.893258951000
83 - EL MIRADOR,62,1,-73.647726900000,3.892494953000
83 - EL MIRADOR,62,2,-73.647815400000,3.892525463000
83 - EL MIRADOR,62,3,-73.647899000000,3.892547736000
83 - EL MIRADOR,62,4,-73.647976900000,3.892578241000
83 - EL MIRADOR,62,5,-73.648063800000,3.892598046000
83 - EL MIRADOR,62,6,-73.648149000000,3.892624437000
83 - EL MIRADOR,62,7,-73.648234300000,3.892653298000
83 - EL MIRADOR,62,8,-73.648311300000,3.892679685000
83 - EL MIRADOR,62,9,-73.648394900000,3.892703605000
83 - EL MIRADOR,62,10,-73.648475200000,3.892721760000
83 - EL MIRADOR,62,11,-73.648558000000,3.892752267000
83 - EL MIRADOR,62,12,-73.648644100000,3.892779482000
83 - EL MIRADOR,62,13,-73.648730200000,3.892802580000
83 - EL MIRADOR,62,14,-73.648812900000,3.892827323000
83 - EL MIRADOR,62,15,-73.648891600000,3.892851241000
83 - EL MIRADOR,62,16,-73.648974400000,3.892882571000
83 - EL MIRADOR,62,17,-73.649063700000,3.892908141000
83 - EL MIRADOR,62,18,-73.649141600000,3.892931235000
83 - EL MIRADOR,62,19,-73.649221100000,3.892956799000
83 - EL MIRADOR,62,20,-73.649304700000,3.892981543000
83 - EL MIRADOR,62,21,-73.649387500000,3.893003816000
83 - EL MIRADOR,62,22,-73.649475200000,3.893029385000
83 - EL MIRADOR,62,23,-73.649558000000,3.893056598000
83 - EL MIRADOR,62,24,-73.649642400000,3.893079695000
83 - EL MIRADOR,62,25,-73.649721900000,3.893107730000
83 - EL MIRADOR,62,26,-73.649807200000,3.893132474000
83 - EL MIRADOR,62,27,-73.649886700000,3.893158039000
83 - EL MIRADOR,62,28,-73.649966200000,3.893186074000
83 - EL MIRADOR,62,29,-73.650053900000,3.893209996000
83 - EL MIRADOR,63,1,-73.647717100000,3.892429902000
83 - EL MIRADOR,63,2,-73.647799900000,3.892453822000
83 - EL MIRADOR,63,3,-73.647886800000,3.892473627000
83 - EL MIRADOR,63,4,-73.647966300000,3.892503309000
83 - EL MIRADOR,63,5,-73.648055600000,3.892525586000
83 - EL MIRADOR,63,6,-73.648136800000,3.892556915000
83 - EL MIRADOR,63,7,-73.648217100000,3.892575070000
83 - EL MIRADOR,63,8,-73.648299100000,3.892603106000
83 - EL MIRADOR,63,9,-73.648385900000,3.892625381000
83 - EL MIRADOR,63,10,-73.648466300000,3.892653417000
83 - EL MIRADOR,63,11,-73.648550700000,3.892678984000
83 - EL MIRADOR,63,12,-73.648633500000,3.892702080000
83 - EL MIRADOR,63,13,-73.648715400000,3.892730117000
83 - EL MIRADOR,63,14,-73.648799000000,3.892754037000
83 - EL MIRADOR,63,15,-73.648882600000,3.892779604000
83 - EL MIRADOR,63,16,-73.648961300000,3.892807638000
83 - EL MIRADOR,63,17,-73.649047400000,3.892834030000
83 - EL MIRADOR,63,18,-73.649129400000,3.892857949000
83 - EL MIRADOR,63,19,-73.649215400000,3.892885164000
83 - EL MIRADOR,63,20,-73.649291600000,3.892910727000
83 - EL MIRADOR,63,21,-73.649376900000,3.892935471000
83 - EL MIRADOR,63,22,-73.649460500000,3.892958568000
83 - EL MIRADOR,63,23,-73.649546600000,3.892980843000
83 - EL MIRADOR,63,24,-73.649628500000,3.893012172000
83 - EL MIRADOR,63,25,-73.649712900000,3.893035269000
83 - EL MIRADOR,63,26,-73.649794900000,3.893059189000
83 - EL MIRADOR,63,27,-73.649880100000,3.893087226000
83 - EL MIRADOR,64,11,-73.648620400000,3.895256396000
83 - EL MIRADOR,64,1,-73.647789300000,3.892378067000
83 - EL MIRADOR,64,2,-73.647874500000,3.892399518000
83 - EL MIRADOR,64,3,-73.647955700000,3.892429201000
83 - EL MIRADOR,64,4,-73.648040900000,3.892450652000
83 - EL MIRADOR,64,5,-73.648123700000,3.892481159000
83 - EL MIRADOR,64,6,-73.648205700000,3.892505902000
83 - EL MIRADOR,64,7,-73.648290100000,3.892528999000
83 - EL MIRADOR,64,8,-73.648372900000,3.892558682000
83 - EL MIRADOR,64,9,-73.648454800000,3.892578485000
83 - EL MIRADOR,64,10,-73.648537600000,3.892601581000
83 - EL MIRADOR,64,11,-73.648620400000,3.892630441000
83 - EL MIRADOR,64,12,-73.648703200000,3.892655184000
83 - EL MIRADOR,64,13,-73.648785100000,3.892679927000
83 - EL MIRADOR,64,14,-73.648867100000,3.892703023000
83 - EL MIRADOR,64,15,-73.648952300000,3.892729414000
83 - EL MIRADOR,64,16,-73.649039200000,3.892755806000
83 - EL MIRADOR,64,17,-73.649122000000,3.892783843000
83 - EL MIRADOR,64,18,-73.649202300000,3.892803644000
83 - EL MIRADOR,64,19,-73.649285900000,3.892834151000
83 - EL MIRADOR,64,20,-73.649366300000,3.892858070000
83 - EL MIRADOR,64,21,-73.649454800000,3.892886109000
83 - EL MIRADOR,64,22,-73.649534300000,3.892905910000
83 - EL MIRADOR,64,23,-73.649614600000,3.892929829000
83 - EL MIRADOR,64,24,-73.649699000000,3.892961983000
83 - EL MIRADOR,64,25,-73.649780200000,3.892981785000
83 - EL MIRADOR,64,26,-73.649865400000,3.893011470000
83 - EL MIRADOR,64,27,-73.649950700000,3.893034567000
83 - EL MIRADOR,64,28,-73.650034300000,3.893060957000
83 - EL MIRADOR,65,21,-73.649605600000,3.894910240000
83 - EL MIRADOR,65,1,-73.647943800000,3.892353446000
83 - EL MIRADOR,65,2,-73.648027000000,3.892379012000
83 - EL MIRADOR,65,3,-73.648112300000,3.892407050000
83 - EL MIRADOR,65,4,-73.648190900000,3.892428498000
83 - EL MIRADOR,65,5,-73.648277000000,3.892454889000
83 - EL MIRADOR,65,6,-73.648363900000,3.892478811000
83 - EL MIRADOR,65,7,-73.648444200000,3.892501907000
83 - EL MIRADOR,65,8,-73.648526200000,3.892532413000
83 - EL MIRADOR,65,9,-73.648611400000,3.892556334000
83 - EL MIRADOR,65,10,-73.648690900000,3.892580252000
83 - EL MIRADOR,65,11,-73.648777000000,3.892604997000
83 - EL MIRADOR,65,12,-73.648864700000,3.892634683000
83 - EL MIRADOR,65,13,-73.648943400000,3.892656130000
83 - EL MIRADOR,65,14,-73.649027800000,3.892679227000
83 - EL MIRADOR,65,15,-73.649106500000,3.892706439000
83 - EL MIRADOR,65,16,-73.649190900000,3.892727066000
83 - EL MIRADOR,65,17,-73.649273700000,3.892756749000
83 - EL MIRADOR,65,18,-73.649357300000,3.892793020000
83 - EL MIRADOR,65,19,-73.649437600000,3.892811998000
83 - EL MIRADOR,65,20,-73.649520400000,3.892834271000
83 - EL MIRADOR,65,21,-73.649605600000,3.892859015000
83 - EL MIRADOR,65,22,-73.649689200000,3.892885405000
83 - EL MIRADOR,65,23,-73.649771200000,3.892910971000
83 - EL MIRADOR,65,24,-73.649857300000,3.892937363000
83 - EL MIRADOR,65,25,-73.649938400000,3.892957165000
83 - EL MIRADOR,65,26,-73.650020400000,3.892986024000
83 - EL MIRADOR,66,4,-73.648432800000,3.896544122000
83 - EL MIRADOR,66,1,-73.648184400000,3.892353980000
83 - EL MIRADOR,66,2,-73.648263900000,3.892382839000
83 - EL MIRADOR,66,3,-73.648350000000,3.892407583000
83 - EL MIRADOR,66,4,-73.648432800000,3.892429856000
83 - EL MIRADOR,66,5,-73.648515600000,3.892454600000
83 - EL MIRADOR,66,6,-73.648598300000,3.892482636000
83 - EL MIRADOR,66,7,-73.648685200000,3.892511498000
83 - EL MIRADOR,66,8,-73.648761400000,3.892532945000
83 - EL MIRADOR,66,9,-73.648846700000,3.892555219000
83 - EL MIRADOR,66,10,-73.648931900000,3.892581610000
83 - EL MIRADOR,66,11,-73.649011400000,3.892606351000
83 - EL MIRADOR,66,12,-73.649096700000,3.892631919000
83 - EL MIRADOR,66,13,-73.649180300000,3.892655839000
83 - EL MIRADOR,66,14,-73.649260600000,3.892681405000
83 - EL MIRADOR,66,15,-73.649345000000,3.892708619000
83 - EL MIRADOR,66,16,-73.649429500000,3.892732539000
83 - EL MIRADOR,66,17,-73.649510600000,3.892759751000
83 - EL MIRADOR,66,18,-73.649592600000,3.892784494000
83 - EL MIRADOR,66,19,-73.649675300000,3.892811707000
83 - EL MIRADOR,66,20,-73.649758100000,3.892836450000
83 - EL MIRADOR,66,21,-73.649843400000,3.892861195000
83 - EL MIRADOR,66,22,-73.649924500000,3.892885113000
83 - EL MIRADOR,66,23,-73.650008900000,3.892909857000
83 - EL MIRADOR,66,24,-73.650089300000,3.892939539000
83 - EL MIRADOR,67,8,-73.649001600000,3.895083326000
83 - EL MIRADOR,67,1,-73.648419700000,3.892356570000
83 - EL MIRADOR,67,2,-73.648501700000,3.892378020000
83 - EL MIRADOR,67,3,-73.648586900000,3.892406058000
83 - EL MIRADOR,67,4,-73.648664800000,3.892434092000
83 - EL MIRADOR,67,5,-73.648750800000,3.892458013000
83 - EL MIRADOR,67,6,-73.648836900000,3.892481935000
83 - EL MIRADOR,67,7,-73.648922900000,3.892508326000
83 - EL MIRADOR,67,8,-73.649001600000,3.892533891000
83 - EL MIRADOR,67,9,-73.649086100000,3.892556988000
83 - EL MIRADOR,67,10,-73.649167200000,3.892581730000
83 - EL MIRADOR,67,11,-73.649250800000,3.892608944000
83 - EL MIRADOR,67,12,-73.649333600000,3.892632863000
83 - EL MIRADOR,67,13,-73.649420500000,3.892661725000
83 - EL MIRADOR,67,14,-73.649500000000,3.892684820000
83 - EL MIRADOR,67,15,-73.649581100000,3.892711209000
83 - EL MIRADOR,67,16,-73.649662300000,3.892735128000
83 - EL MIRADOR,67,17,-73.649750000000,3.892761520000
83 - EL MIRADOR,67,18,-73.649831900000,3.892786263000
83 - EL MIRADOR,67,19,-73.649917200000,3.892814300000
83 - EL MIRADOR,67,20,-73.649999100000,3.892840690000
83 - EL MIRADOR,67,21,-73.650078600000,3.892861314000
83 - EL MIRADOR,68,6,-73.648908200000,3.896053593000
83 - EL MIRADOR,68,15,-73.649654900000,3.895207586000
83 - EL MIRADOR,68,1,-73.648496800000,3.892301445000
83 - EL MIRADOR,68,2,-73.648578700000,3.892329481000
83 - EL MIRADOR,68,21,-73.648659900000,3.892356693000
83 - EL MIRADOR,68,4,-73.648745100000,3.892385554000
83 - EL MIRADOR,68,5,-73.648825400000,3.892410296000
83 - EL MIRADOR,68,6,-73.648908200000,3.892439979000
83 - EL MIRADOR,68,7,-73.648994300000,3.892459784000
83 - EL MIRADOR,68,8,-73.649074600000,3.892481232000
83 - EL MIRADOR,68,9,-73.649155800000,3.892509268000
83 - EL MIRADOR,68,10,-73.649239400000,3.892536482000
83 - EL MIRADOR,68,11,-73.649324600000,3.892559579000
83 - EL MIRADOR,68,12,-73.649404900000,3.892585145000
83 - EL MIRADOR,68,26,-73.649486900000,3.892607417000
83 - EL MIRADOR,68,14,-73.649572100000,3.892636278000
83 - EL MIRADOR,68,15,-73.649654900000,3.892661021000
83 - EL MIRADOR,68,16,-73.649738500000,3.892686588000
83 - EL MIRADOR,68,17,-73.649820500000,3.892710507000
83 - EL MIRADOR,68,18,-73.649903300000,3.892738544000
83 - EL MIRADOR,68,19,-73.649985200000,3.892763286000
83 - EL MIRADOR,68,20,-73.650071300000,3.892786384000
83 - EL MIRADOR,69,3,-73.648813200000,3.896937828000
83 - EL MIRADOR,69,1,-73.648650100000,3.892280939000
83 - EL MIRADOR,69,2,-73.648728800000,3.892305680000
83 - EL MIRADOR,69,3,-73.648813200000,3.892334541000
83 - EL MIRADOR,69,4,-73.648897600000,3.892360931000
83 - EL MIRADOR,69,5,-73.648980400000,3.892384028000
83 - EL MIRADOR,69,6,-73.649059100000,3.892411239000
83 - EL MIRADOR,69,7,-73.649147600000,3.892436808000
83 - EL MIRADOR,69,8,-73.649224600000,3.892457431000
83 - EL MIRADOR,69,9,-73.649312300000,3.892487117000
83 - EL MIRADOR,69,10,-73.649391900000,3.892508565000
83 - EL MIRADOR,69,11,-73.649473800000,3.892537425000
83 - EL MIRADOR,69,12,-73.649558200000,3.892558052000
83 - EL MIRADOR,69,13,-73.649642700000,3.892588559000
83 - EL MIRADOR,69,14,-73.649727100000,3.892605893000
83 - EL MIRADOR,69,15,-73.649811500000,3.892638047000
83 - EL MIRADOR,69,16,-73.649890200000,3.892661964000
83 - EL MIRADOR,69,17,-73.649974600000,3.892687532000
83 - EL MIRADOR,69,18,-73.650059900000,3.892711453000
83 - EL MIRADOR,69,19,-73.650145900000,3.892738667000
83 - EL MIRADOR,7,1,-73.647194600000,3.896238046000
83 - EL MIRADOR,7,2,-73.647280600000,3.896266913000
83 - EL MIRADOR,7,3,-73.647361100000,3.896288571000
83 - EL MIRADOR,7,4,-73.647442400000,3.896313433000
83 - EL MIRADOR,7,5,-73.647533300000,3.896338299000
83 - EL MIRADOR,7,6,-73.647611400000,3.896363159000
83 - EL MIRADOR,7,7,-73.647691900000,3.896392023000
83 - EL MIRADOR,7,8,-73.647780400000,3.896414486000
83 - EL MIRADOR,7,9,-73.647863300000,3.896440949000
83 - EL MIRADOR,7,10,-73.647946200000,3.896465010000
83 - EL MIRADOR,7,11,-73.648028300000,3.896490673000
83 - EL MIRADOR,7,12,-73.648111900000,3.896519538000
83 - EL MIRADOR,7,13,-73.648198000000,3.896542801000
83 - EL MIRADOR,7,14,-73.648277700000,3.896568462000
83 - EL MIRADOR,7,15,-73.648365400000,3.896591725000
83 - EL MIRADOR,7,16,-73.648448300000,3.896615787000
83 - EL MIRADOR,7,17,-73.648528800000,3.896642249000
83 - EL MIRADOR,7,18,-73.648614100000,3.896667112000
83 - EL MIRADOR,7,19,-73.648691400000,3.896692772000
83 - EL MIRADOR,7,20,-73.648774300000,3.896718434000
83 - EL MIRADOR,7,21,-73.648856400000,3.896743296000
83 - EL MIRADOR,7,22,-73.648948000000,3.896764960000
83 - EL MIRADOR,7,23,-73.649025300000,3.896792221000
83 - EL MIRADOR,7,24,-73.649108200000,3.896817083000
83 - EL MIRADOR,7,25,-73.649191900000,3.896841945000
83 - EL MIRADOR,7,26,-73.649274000000,3.896870010000
83 - EL MIRADOR,7,27,-73.649359300000,3.896894873000
83 - EL MIRADOR,7,28,-73.649434200000,3.896922933000
83 - EL MIRADOR,70,1,-73.648722200000,3.892233220000
83 - EL MIRADOR,70,2,-73.648802600000,3.892258786000
83 - EL MIRADOR,70,3,-73.648887800000,3.892285177000
83 - EL MIRADOR,70,4,-73.648970600000,3.892309097000
83 - EL MIRADOR,70,5,-73.649051700000,3.892333839000
83 - EL MIRADOR,70,6,-73.649132900000,3.892361051000
83 - EL MIRADOR,70,7,-73.649218100000,3.892387442000
83 - EL MIRADOR,70,8,-73.649300900000,3.892413832000
83 - EL MIRADOR,70,9,-73.649383700000,3.892436928000
83 - EL MIRADOR,70,10,-73.649468100000,3.892459202000
83 - EL MIRADOR,70,11,-73.649548400000,3.892485591000
83 - EL MIRADOR,70,12,-73.649633700000,3.892508688000
83 - EL MIRADOR,70,13,-73.649714000000,3.892537547000
83 - EL MIRADOR,70,14,-73.649796800000,3.892563937000
83 - EL MIRADOR,70,15,-73.649884500000,3.892591152000
83 - EL MIRADOR,70,16,-73.649962400000,3.892613423000
83 - EL MIRADOR,70,17,-73.650042700000,3.892641458000
83 - EL MIRADOR,70,18,-73.650127900000,3.892661262000
83 - EL MIRADOR,71,6,-73.649207500000,3.895927628000
83 - EL MIRADOR,71,3,-73.648961600000,3.893794439000
83 - EL MIRADOR,71,1,-73.648796900000,3.892184680000
83 - EL MIRADOR,71,2,-73.648878000000,3.892210246000
83 - EL MIRADOR,71,3,-73.648961600000,3.892234989000
83 - EL MIRADOR,71,4,-73.649042800000,3.892258908000
83 - EL MIRADOR,71,5,-73.649124700000,3.892287768000
83 - EL MIRADOR,71,6,-73.649207500000,3.892310864000
83 - EL MIRADOR,71,7,-73.649287800000,3.892336429000
83 - EL MIRADOR,71,8,-73.649373900000,3.892362821000
83 - EL MIRADOR,71,9,-73.649455900000,3.892390857000
83 - EL MIRADOR,71,10,-73.649542700000,3.892415602000
83 - EL MIRADOR,71,11,-73.649619800000,3.892441989000
83 - EL MIRADOR,71,12,-73.649706700000,3.892462617000
83 - EL MIRADOR,71,13,-73.649785400000,3.892484888000
83 - EL MIRADOR,71,14,-73.649872200000,3.892515397000
83 - EL MIRADOR,71,15,-73.649955000000,3.892543433000
83 - EL MIRADOR,71,16,-73.650037000000,3.892568176000
83 - EL MIRADOR,71,17,-73.650117300000,3.892589624000
83 - EL MIRADOR,71,18,-73.650199300000,3.892612720000
83 - EL MIRADOR,72,1,-73.648951800000,3.892162528000
83 - EL MIRADOR,72,2,-73.649032100000,3.892187270000
83 - EL MIRADOR,72,3,-73.649114900000,3.892212013000
83 - EL MIRADOR,72,4,-73.649196100000,3.892235109000
83 - EL MIRADOR,72,5,-73.649278900000,3.892261499000
83 - EL MIRADOR,72,6,-73.649367400000,3.892285421000
83 - EL MIRADOR,72,7,-73.649443600000,3.892314278000
83 - EL MIRADOR,72,8,-73.649529700000,3.892339846000
83 - EL MIRADOR,72,9,-73.649610800000,3.892362941000
83 - EL MIRADOR,72,10,-73.649693600000,3.892392625000
83 - EL MIRADOR,72,11,-73.649774700000,3.892414897000
83 - EL MIRADOR,72,12,-73.649858300000,3.892442110000
83 - EL MIRADOR,72,13,-73.649940300000,3.892466029000
83 - EL MIRADOR,72,14,-73.650028000000,3.892487482000
83 - EL MIRADOR,72,15,-73.650106700000,3.892508106000
83 - EL MIRADOR,72,16,-73.650185400000,3.892538610000
83 - EL MIRADOR,73,8,-73.649596100000,3.893849516000
83 - EL MIRADOR,73,1,-73.649018200000,3.892113160000
83 - EL MIRADOR,73,2,-73.649105100000,3.892142022000
83 - EL MIRADOR,73,3,-73.649182200000,3.892161822000
83 - EL MIRADOR,73,4,-73.649267400000,3.892189860000
83 - EL MIRADOR,73,5,-73.649346900000,3.892218718000
83 - EL MIRADOR,73,6,-73.649437100000,3.892237702000
83 - EL MIRADOR,73,7,-73.649514100000,3.892265735000
83 - EL MIRADOR,73,8,-73.649596100000,3.892290478000
83 - EL MIRADOR,73,9,-73.649683800000,3.892314400000
83 - EL MIRADOR,73,10,-73.649764100000,3.892341612000
83 - EL MIRADOR,73,11,-73.649842000000,3.892364706000
83 - EL MIRADOR,73,12,-73.649932100000,3.892396039000
83 - EL MIRADOR,73,13,-73.650012500000,3.892415841000
83 - EL MIRADOR,73,14,-73.650095300000,3.892438114000
83 - EL MIRADOR,73,15,-73.650179700000,3.892465328000
83 - EL MIRADOR,74,10,-73.649919900000,3.895433950000
83 - EL MIRADOR,74,1,-73.649173200000,3.892088538000
83 - EL MIRADOR,74,2,-73.649256000000,3.892115752000
83 - EL MIRADOR,74,3,-73.649339600000,3.892138025000
83 - EL MIRADOR,74,4,-73.649419100000,3.892168530000
83 - EL MIRADOR,74,5,-73.649503500000,3.892192451000
83 - EL MIRADOR,74,6,-73.649589600000,3.892217195000
83 - EL MIRADOR,74,7,-73.649669900000,3.892241114000
83 - EL MIRADOR,74,8,-73.649754300000,3.892265858000
83 - EL MIRADOR,74,9,-73.649840400000,3.892291426000
83 - EL MIRADOR,74,10,-73.649919900000,3.892314520000
83 - EL MIRADOR,74,11,-73.650002700000,3.892335146000
83 - EL MIRADOR,74,12,-73.650088700000,3.892367301000
83 - EL MIRADOR,74,13,-73.650169900000,3.892386280000
83 - EL MIRADOR,75,1,-73.649245800000,3.892046790000
83 - EL MIRADOR,75,2,-73.649328500000,3.892065769000
83 - EL MIRADOR,75,3,-73.649409700000,3.892092982000
83 - EL MIRADOR,75,4,-73.649490000000,3.892119370000
83 - EL MIRADOR,75,5,-73.649576900000,3.892146585000
83 - EL MIRADOR,75,6,-73.649658000000,3.892166387000
83 - EL MIRADOR,75,7,-73.649739200000,3.892193600000
83 - EL MIRADOR,75,8,-73.649822800000,3.892218343000
