lote,linea,palma,longitud,latitud,Estado,Errores
"83 - EL MIRADOR",21,26,-73.6493614,3.895902887,OK,
"83 - EL MIRADOR",21,27,-73.6494443,3.895926948,OK,
"83 - EL MIRADOR",21,28,-73.6495295,3.895953413,OK,
"83 - EL MIRADOR",21,29,-73.6496124,3.895980677,OK,
"83 - EL MIRADOR",21,30,-73.6496969,3.896002337,OK,
"83 - EL MIRADOR",21,31,-73.649779,3.8960296,OK,
"83 - EL MIRADOR",21,32,-73.6498667,3.896052863,OK,
"83 - EL MIRADOR",21,33,-73.6499504,3.896079327,OK,
"83 - EL MIRADOR",21,34,-73.6500293,3.896103386,OK,
"83 - EL MIRADOR",22,1,-73.64727,3.895197259,OK,
"83 - EL MIRADOR",22,2,-73.6473553,3.895225325,OK,
"83 - EL MIRADOR",22,3,-73.6474382,3.895248586,OK,
"83 - EL MIRADOR",22,4,-73.6475251,3.89527345,OK,
"83 - EL MIRADOR",22,5,-73.6476064,3.895297511,OK,
"83 - EL MIRADOR",22,6,-73.6476909,3.895325576,OK,
"83 - EL MIRADOR",22,7,-73.6477737,3.895345635,OK,
"83 - EL MIRADOR",22,8,-73.6478542,3.8953761,OK,
"83 - EL MIRADOR",22,9,-73.6479419,3.895401765,OK,
"83 - EL MIRADOR",22,10,-73.648024,3.895426627,OK,
"83 - EL MIRADOR",22,11,-73.6481053,3.895448286,OK,
"83 - EL MIRADOR",22,12,-73.648185,3.895477149,OK,
"83 - EL MIRADOR",22,13,-73.6482703,3.895502013,OK,
"83 - EL MIRADOR",22,14,-73.6483548,3.895525274,OK,
"83 - EL MIRADOR",22,15,-73.6484385,3.895553339,OK,
"83 - EL MIRADOR",22,16,-73.6485221,3.895584607,OK,
"83 - EL MIRADOR",22,17,-73.6486026,3.895603863,OK,
"83 - EL MIRADOR",22,18,-73.6486887,3.895631929,OK,
"83 - EL MIRADOR",22,19,-73.6487732,3.89565439,OK,
"83 - EL MIRADOR",22,20,-73.6488545,3.895675248,OK,
"83 - EL MIRADOR",22,21,-73.648939,3.895704915,OK,
"83 - EL MIRADOR",22,22,-73.6490195,3.895729776,OK,
"83 - EL MIRADOR",22,23,-73.6491056,3.895757842,OK,
"83 - EL MIRADOR",22,24,-73.649269,3.895802761,OK,
"83 - EL MIRADOR",22,25,-73.6493526,3.895825221,OK,
"83 - EL MIRADOR",22,26,-73.6494363,3.895856889,OK,
"83 - EL MIRADOR",22,27,-73.6495216,3.89587935,OK,
"83 - EL MIRADOR",22,29,-73.6496818,3.89592827,OK,
"83 - EL MIRADOR",22,30,-73.6497679,3.895953935,OK,
"83 - EL MIRADOR",22,31,-73.6498484,3.895981197,OK,
"83 - EL MIRADOR",22,32,-73.6499377,3.896006062,OK,
"83 - EL MIRADOR",22,33,-73.6500174,3.896028521,OK,
"83 - EL MIRADOR",23,1,-73.6472589,3.895122394,OK,
"83 - EL MIRADOR",23,2,-73.647345,3.895148059,OK,
"83 - EL MIRADOR",23,3,-73.6474263,3.895175322,OK,
"83 - EL MIRADOR",23,4,-73.6475076,3.895202585,OK,
"83 - EL MIRADOR",23,5,-73.6475937,3.895226648,OK,
"83 - EL MIRADOR",23,6,-73.6476757,3.895249909,OK,
"83 - EL MIRADOR",23,7,-73.647761,3.895273971,OK,
"83 - EL MIRADOR",23,8,-73.6478423,3.895302035,OK,
"83 - EL MIRADOR",23,9,-73.6479284,3.895325298,OK,
"83 - EL MIRADOR",23,10,-73.6480113,3.89535016,OK,
"83 - EL MIRADOR",23,11,-73.6480942,3.895377424,OK,
"83 - EL MIRADOR",23,12,-73.6481795,3.89540549,OK,
"83 - EL MIRADOR",23,13,-73.6482647,3.895430353,OK,
"83 - EL MIRADOR",23,14,-73.6483421,3.895456813,OK,
"83 - EL MIRADOR",23,15,-73.6484273,3.895482477,OK,
"83 - EL MIRADOR",23,16,-73.6485903,3.895526195,OK,
"83 - EL MIRADOR",23,18,-73.6487605,3.895580725,OK,
"83 - EL MIRADOR",23,20,-73.6489271,3.895628048,OK,
"83 - EL MIRADOR",23,21,-73.64901,3.89565371,OK,
"83 - EL MIRADOR",23,22,-73.6490952,3.895677773,OK,
"83 - EL MIRADOR",23,23,-73.6491749,3.895704235,OK,
"83 - EL MIRADOR",23,24,-73.6492586,3.895730698,OK,
"83 - EL MIRADOR",23,25,-73.6493407,3.895759563,OK,
"83 - EL MIRADOR",23,26,-73.6494236,3.895779621,OK,
"83 - EL MIRADOR",23,27,-73.6495081,3.895806085,OK,
"83 - EL MIRADOR",23,28,-73.6495886,3.895828544,OK,
"83 - EL MIRADOR",23,29,-73.6496739,3.895853407,OK,
"83 - EL MIRADOR",23,30,-73.6497584,3.895880672,OK,
"83 - EL MIRADOR",23,31,-73.6498405,3.895899128,OK,
"83 - EL MIRADOR",23,32,-73.6499241,3.895926392,OK,
"83 - EL MIRADOR",23,33,-73.6500078,3.895947251,OK,
"83 - EL MIRADOR",24,2,-73.6473363,3.896636034,OK,
"83 - EL MIRADOR",24,3,-73.6474168,3.896660094,OK,
"83 - EL MIRADOR",24,13,-73.6482488,3.89691272,OK,
"83 - EL MIRADOR",24,22,-73.6489996,3.89614827,OK,
"83 - EL MIRADOR",24,1,-73.647251,3.895049933,OK,
"83 - EL MIRADOR",24,2,-73.6473363,3.895074796,OK,
"83 - EL MIRADOR",24,3,-73.6474168,3.895098056,OK,
"83 - EL MIRADOR",24,4,-73.6475004,3.89512532,OK,
"83 - EL MIRADOR",24,5,-73.6475849,3.895145379,OK,
"83 - EL MIRADOR",24,6,-73.6476646,3.895175844,OK,
"83 - EL MIRADOR",24,7,-73.6477507,3.895206313,OK,
"83 - EL MIRADOR",24,8,-73.6478304,3.89522797,OK,
"83 - EL MIRADOR",24,9,-73.6479157,3.895251233,OK,
"83 - EL MIRADOR",24,10,-73.6480002,3.895276095,OK,
"83 - EL MIRADOR",24,12,-73.648162,3.895329821,OK,
"83 - EL MIRADOR",24,13,-73.6482488,3.895354685,OK,
"83 - EL MIRADOR",24,14,-73.6483317,3.895380347,OK,
"83 - EL MIRADOR",24,15,-73.6484186,3.895405212,OK,
"83 - EL MIRADOR",24,16,-73.6485007,3.895428472,OK,
"83 - EL MIRADOR",24,17,-73.6485788,3.89545093,OK,
"83 - EL MIRADOR",24,18,-73.6486689,3.895477397,OK,
"83 - EL MIRADOR",24,19,-73.6487502,3.895500656,OK,
"83 - EL MIRADOR",24,20,-73.6488347,3.895524719,OK,
"83 - EL MIRADOR",24,21,-73.6489136,3.895550379,OK,
"83 - EL MIRADOR",24,22,-73.6489996,3.895578445,OK,
"83 - EL MIRADOR",24,23,-73.6490817,3.895605709,OK,
"83 - EL MIRADOR",24,24,-73.6491638,3.895632972,OK,
"83 - EL MIRADOR",24,25,-73.6492451,3.895655432,OK,
"83 - EL MIRADOR",24,27,-73.6494117,3.895707558,OK,
"83 - EL MIRADOR",24,28,-73.6494914,3.895730016,OK,
"83 - EL MIRADOR",24,29,-73.6495751,3.895754879,OK,
"83 - EL MIRADOR",24,30,-73.649662,3.895781344,OK,
"83 - EL MIRADOR",24,31,-73.6497401,3.895803001,OK,
"83 - EL MIRADOR",24,32,-73.6498245,3.895831867,OK,
"83 - EL MIRADOR",24,33,-73.6499106,3.895851126,OK,
"83 - EL MIRADOR",24,34,-73.6499935,3.89587919,OK,
"83 - EL MIRADOR",25,1,-73.6472383,3.894974667,OK,
"83 - EL MIRADOR",25,2,-73.6473235,3.895001932,OK,
"83 - EL MIRADOR",25,3,-73.6474016,3.895025991,OK,
"83 - EL MIRADOR",25,4,-73.6474885,3.895050055,OK,
"83 - EL MIRADOR",25,5,-73.647573,3.895072516,OK,
"83 - EL MIRADOR",25,6,-73.6476591,3.895102984,OK,
"83 - EL MIRADOR",25,7,-73.6477372,3.895127843,OK,
"83 - EL MIRADOR",25,8,-73.6478209,3.895147101,OK,
"83 - EL MIRADOR",25,9,-73.6479054,3.895180771,OK,
"83 - EL MIRADOR",25,10,-73.647989,3.895205634,OK,
"83 - EL MIRADOR",25,11,-73.6480695,3.895230495,OK,
"83 - EL MIRADOR",25,12,-73.6481524,3.895255357,OK,
"83 - EL MIRADOR",25,13,-73.6482393,3.895277018,OK,
"83 - EL MIRADOR",25,14,-73.6483222,3.895305083,OK,
"83 - EL MIRADOR",25,15,-73.6484043,3.895329945,OK,
"83 - EL MIRADOR",25,16,-73.6484896,3.895353207,OK,
"83 - EL MIRADOR",25,17,-73.6485717,3.895379669,OK,
"83 - EL MIRADOR",25,18,-73.6486538,3.89540373,OK,
"83 - EL MIRADOR",25,19,-73.6487382,3.895428593,OK,
"83 - EL MIRADOR",25,20,-73.6488171,3.895452653,OK,
"83 - EL MIRADOR",25,21,-73.6489048,3.89548072,OK,
"83 - EL MIRADOR",25,22,-73.6489869,3.89550478,OK,
"83 - EL MIRADOR",25,23,-73.649069,3.895528041,OK,
"83 - EL MIRADOR",25,24,-73.6491479,3.895554502,OK,
"83 - EL MIRADOR",25,25,-73.6492348,3.89558497,OK,
"83 - EL MIRADOR",25,26,-73.6493193,3.895609833,OK,
"83 - EL MIRADOR",25,27,-73.6493958,3.895630689,OK,
"83 - EL MIRADOR",25,28,-73.6494819,3.895657154,OK,
"83 - EL MIRADOR",25,29,-73.6495624,3.895686017,OK,
"83 - EL MIRADOR",25,30,-73.6496453,3.895707677,OK,
"83 - EL MIRADOR",25,31,-73.6497313,3.895730939,OK,
"83 - EL MIRADOR",25,32,-73.6498166,3.895758204,OK,
"83 - EL MIRADOR",25,33,-73.6498979,3.895780663,OK,
"83 - EL MIRADOR",25,34,-73.6499768,3.895806324,OK,
"83 - EL MIRADOR",26,1,-73.6473114,3.894926266,OK,
"83 - EL MIRADOR",26,2,-73.6473891,3.894952326,OK,
"83 - EL MIRADOR",26,3,-73.6474728,3.894975587,OK,
"83 - EL MIRADOR",26,4,-73.6475613,3.895001253,OK,
"83 - EL MIRADOR",26,5,-73.647645,3.895024514,OK,
"83 - EL MIRADOR",26,6,-73.6477303,3.895048577,OK,
"83 - EL MIRADOR",26,7,-73.6478076,3.895076639,OK,
"83 - EL MIRADOR",26,8,-73.6478897,3.895098298,OK,
"83 - EL MIRADOR",26,9,-73.6479805,3.895127968,OK,
"83 - EL MIRADOR",26,10,-73.6480626,3.895154431,OK,
"83 - EL MIRADOR",26,11,-73.6481407,3.89517929,OK,
"83 - EL MIRADOR",26,12,-73.648222,3.895206554,OK,
"83 - EL MIRADOR",26,13,-73.6483049,3.895233818,OK,
"83 - EL MIRADOR",26,14,-73.6483918,3.895258682,OK,
"83 - EL MIRADOR",26,15,-73.6484723,3.895282742,OK,
"83 - EL MIRADOR",26,16,-73.6485599,3.895307606,OK,
"83 - EL MIRADOR",26,17,-73.6486396,3.895329264,OK,
"83 - EL MIRADOR",26,18,-73.6487259,3.89535693,OK,
"83 - EL MIRADOR",26,19,-73.6488072,3.895379389,OK,
"83 - EL MIRADOR",26,20,-73.6488917,3.895406654,OK,
"83 - EL MIRADOR",26,21,-73.6489722,3.895430714,OK,
"83 - EL MIRADOR",26,22,-73.6490583,3.895454777,OK,
"83 - EL MIRADOR",26,23,-73.6491396,3.895480439,OK,
"83 - EL MIRADOR",26,24,-73.6492193,3.895503698,OK,
"83 - EL MIRADOR",26,25,-73.6493054,3.895530964,OK,
"83 - EL MIRADOR",26,26,-73.6493906,3.895555026,OK,
"83 - EL MIRADOR",26,27,-73.6494695,3.895582288,OK,
"83 - EL MIRADOR",26,28,-73.6495516,3.895611153,OK,
"83 - EL MIRADOR",26,29,-73.6496369,3.895636016,OK,
"83 - EL MIRADOR",26,30,-73.649719,3.895661678,OK,
"83 - EL MIRADOR",26,31,-73.6498003,3.895682536,OK,
"83 - EL MIRADOR",26,32,-73.6498864,3.895707399,OK,
"83 - EL MIRADOR",26,33,-73.6499693,3.895732261,OK,
"83 - EL MIRADOR",27,16,-73.6487947,3.895800117,OK,
"83 - EL MIRADOR",27,1,-73.6472962,3.894851693,OK,
"83 - EL MIRADOR",27,2,-73.6476309,3.894955461,OK,
"83 - EL MIRADOR",27,3,-73.6477134,3.89497933,OK,
"83 - EL MIRADOR",27,4,-73.6477964,3.895000092,OK,
"83 - EL MIRADOR",27,5,-73.6478768,3.895027586,OK,
"83 - EL MIRADOR",27,6,-73.6479676,3.89505405,OK,
"83 - EL MIRADOR",27,7,-73.6480459,3.895081543,OK,
"83 - EL MIRADOR",27,8,-73.648131,3.895106967,OK,
"83 - EL MIRADOR",27,9,-73.6482135,3.895130837,OK,
"83 - EL MIRADOR",27,10,-73.6482955,3.895155224,OK,
"83 - EL MIRADOR",27,11,-73.6483816,3.895182721,OK,
"83 - EL MIRADOR",27,12,-73.6484595,3.89520866,OK,
"83 - EL MIRADOR",27,13,-73.6485461,3.895233049,OK,
"83 - EL MIRADOR",27,15,-73.6487132,3.895285451,OK,
"83 - EL MIRADOR",27,16,-73.6487947,3.895307247,OK,
"83 - EL MIRADOR",27,17,-73.6488782,3.895330599,OK,
"83 - EL MIRADOR",27,18,-73.6489659,3.895353953,OK,
"83 - EL MIRADOR",27,19,-73.6490447,3.89538041,OK,
"83 - EL MIRADOR",27,20,-73.6491262,3.895405315,OK,
"83 - EL MIRADOR",27,21,-73.6492082,3.895429702,OK,
"83 - EL MIRADOR",27,23,-73.6493742,3.895484175,OK,
"83 - EL MIRADOR",27,24,-73.6494526,3.895508042,OK,
"83 - EL MIRADOR",27,25,-73.6495372,3.89553243,OK,
"83 - EL MIRADOR",27,26,-73.6496202,3.8955563,OK,
"83 - EL MIRADOR",27,27,-73.6497043,3.895584831,OK,
"83 - EL MIRADOR",27,28,-73.6497893,3.895610774,OK,
"83 - EL MIRADOR",27,29,-73.6498734,3.895634126,OK,
"83 - EL MIRADOR",27,30,-73.6499528,3.895659547,OK,
"83 - EL MIRADOR",28,15,-73.6488664,3.895752115,OK,
"83 - EL MIRADOR",28,1,-73.6477026,3.8949037,OK,
"83 - EL MIRADOR",28,2,-73.6477877,3.894927052,OK,
"83 - EL MIRADOR",28,3,-73.647866,3.894957135,OK,
"83 - EL MIRADOR",28,4,-73.6479547,3.894983598,OK,
"83 - EL MIRADOR",28,5,-73.6480352,3.895002286,OK,
"83 - EL MIRADOR",28,6,-73.6481208,3.895029783,OK,
"83 - EL MIRADOR",28,7,-73.6482012,3.895057277,OK,
"83 - EL MIRADOR",28,8,-73.6482863,3.895082184,OK,
"83 - EL MIRADOR",28,9,-73.6483688,3.895108125,OK,
"83 - EL MIRADOR",28,10,-73.6484508,3.89513044,OK,
"83 - EL MIRADOR",28,11,-73.6485353,3.8951569,OK,
"83 - EL MIRADOR",28,12,-73.6486189,3.895182324,OK,
"83 - EL MIRADOR",28,13,-73.6487008,3.895210337,OK,
"83 - EL MIRADOR",28,14,-73.6487803,3.895232651,OK,
"83 - EL MIRADOR",28,15,-73.6488664,3.895256004,OK,
"83 - EL MIRADOR",28,16,-73.648954,3.89529153,OK,
"83 - EL MIRADOR",28,17,-73.6490329,3.895306074,OK,
"83 - EL MIRADOR",28,18,-73.6491118,3.895330977,OK,
"83 - EL MIRADOR",28,19,-73.6491984,3.895357439,OK,
"83 - EL MIRADOR",28,20,-73.6492799,3.895379753,OK,
"83 - EL MIRADOR",28,21,-73.649366,3.895407768,OK,
"83 - EL MIRADOR",28,22,-73.649446,3.895429046,OK,
"83 - EL MIRADOR",28,23,-73.6495279,3.895454987,OK,
"83 - EL MIRADOR",28,24,-73.6496084,3.895479373,OK,
"83 - EL MIRADOR",28,25,-73.6496929,3.895505833,OK,
"83 - EL MIRADOR",28,26,-73.6497765,3.895532293,OK,
"83 - EL MIRADOR",28,27,-73.649861,3.895554091,OK,
"83 - EL MIRADOR",28,28,-73.6499441,3.895585213,OK,
"83 - EL MIRADOR",29,23,-73.6495986,3.896407387,OK,
"83 - EL MIRADOR",29,1,-73.6477748,3.894853233,OK,
"83 - EL MIRADOR",29,2,-73.6478537,3.894881245,OK,
"83 - EL MIRADOR",29,3,-73.647946,3.894903565,OK,
"83 - EL MIRADOR",29,4,-73.6480244,3.894928986,OK,
"83 - EL MIRADOR",29,5,-73.6481074,3.894958554,OK,
"83 - EL MIRADOR",29,6,-73.6481878,3.894984494,OK,
"83 - EL MIRADOR",29,7,-73.6482739,3.895008365,OK,
"83 - EL MIRADOR",29,8,-73.6483559,3.895032752,OK,
"83 - EL MIRADOR",29,9,-73.6484467,3.895048856,OK,
"83 - EL MIRADOR",29,10,-73.6485235,3.895079974,OK,
"83 - EL MIRADOR",29,11,-73.6486055,3.895102807,OK,
"83 - EL MIRADOR",29,12,-73.6486911,3.895129268,OK,
"83 - EL MIRADOR",29,13,-73.6487762,3.895153656,OK,
"83 - EL MIRADOR",29,14,-73.648854,3.895177523,OK,
"83 - EL MIRADOR",29,15,-73.6489417,3.895202949,OK,
"83 - EL MIRADOR",29,16,-73.6490232,3.89523148,OK,
"83 - EL MIRADOR",29,17,-73.6491026,3.895255865,OK,
"83 - EL MIRADOR",29,18,-73.6491851,3.895283878,OK,
"83 - EL MIRADOR",29,19,-73.6492681,3.895305158,OK,
"83 - EL MIRADOR",29,20,-73.6493532,3.89533369,OK,
"83 - EL MIRADOR",29,21,-73.6494362,3.895357042,OK,
"83 - EL MIRADOR",29,22,-73.6495182,3.895382465,OK,
"83 - EL MIRADOR",29,23,-73.6495986,3.895410477,OK,
"83 - EL MIRADOR",29,24,-73.6496883,3.895436422,OK,
"83 - EL MIRADOR",29,25,-73.6497657,3.895457698,OK,
"83 - EL MIRADOR",29,26,-73.6498503,3.89548364,OK,
"83 - EL MIRADOR",29,27,-73.6499322,3.895510099,OK,
"83 - EL MIRADOR",3,1,-73.647243,3.896533505,OK,
"83 - EL MIRADOR",3,2,-73.6473219,3.896559166,OK,
"83 - EL MIRADOR",3,3,-73.647408,3.896586431,OK,
"83 - EL MIRADOR",3,4,-73.6474909,3.896608892,OK,
"83 - EL MIRADOR",3,5,-73.6475746,3.896636957,OK,
"83 - EL MIRADOR",3,6,-73.6476623,3.896661821,OK,
"83 - EL MIRADOR",3,7,-73.6477444,3.896685082,OK,
"83 - EL MIRADOR",3,8,-73.6478257,3.896710744,OK,
"83 - EL MIRADOR",3,9,-73.647993,3.89676207,OK,
"83 - EL MIRADOR",3,10,-73.6480719,3.896790933,OK,
"83 - EL MIRADOR",3,11,-73.6481604,3.896813396,OK,
"83 - EL MIRADOR",3,12,-73.6482409,3.896845463,OK,
"83 - EL MIRADOR",3,13,-73.6483262,3.89686232,OK,
"83 - EL MIRADOR",3,14,-73.6484075,3.896891184,OK,
"83 - EL MIRADOR",3,15,-73.6484904,3.896919249,OK,
"83 - EL MIRADOR",30,1,-73.6478465,3.894806134,OK,
"83 - EL MIRADOR",30,2,-73.64793,3.894833111,OK,
"83 - EL MIRADOR",30,3,-73.6480146,3.894858536,OK,
"83 - EL MIRADOR",30,4,-73.648094,3.894878778,OK,
"83 - EL MIRADOR",30,5,-73.6481786,3.894908864,OK,
"83 - EL MIRADOR",30,6,-73.6482626,3.894932734,OK,
"83 - EL MIRADOR",30,7,-73.648342,3.894956084,OK,
"83 - EL MIRADOR",30,8,-73.6484281,3.894981509,OK,
"83 - EL MIRADOR",30,9,-73.6485122,3.895004861,OK,
"83 - EL MIRADOR",30,10,-73.6485942,3.895030284,OK,
"83 - EL MIRADOR",30,11,-73.6486788,3.89505519,OK,
"83 - EL MIRADOR",30,12,-73.6487597,3.895076987,OK,
"83 - EL MIRADOR",30,13,-73.6488427,3.895103446,OK,
"83 - EL MIRADOR",30,14,-73.6489247,3.895129387,OK,
"83 - EL MIRADOR",30,15,-73.6490103,3.895154812,OK,
"83 - EL MIRADOR",30,16,-73.6490907,3.895179716,OK,
"83 - EL MIRADOR",30,17,-73.6491722,3.895209801,OK,
"83 - EL MIRADOR",30,18,-73.6492599,3.895233154,OK,
"83 - EL MIRADOR",30,19,-73.6493403,3.895257541,OK,
"83 - EL MIRADOR",30,20,-73.6494202,3.895278819,OK,
"83 - EL MIRADOR",30,21,-73.6495053,3.895308905,OK,
"83 - EL MIRADOR",30,22,-73.6495863,3.895334845,OK,
"83 - EL MIRADOR",30,23,-73.649675,3.895381509,OK,
"83 - EL MIRADOR",30,24,-73.6497554,3.895386212,OK,
"83 - EL MIRADOR",30,25,-73.649841,3.895405938,OK,
"83 - EL MIRADOR",31,1,-73.6478352,3.894730503,OK,
"83 - EL MIRADOR",31,2,-73.6479239,3.894754375,OK,
"83 - EL MIRADOR",31,3,-73.6480033,3.894780315,OK,
"83 - EL MIRADOR",31,4,-73.6480827,3.894806254,OK,
"83 - EL MIRADOR",31,5,-73.6481642,3.894831159,OK,
"83 - EL MIRADOR",31,6,-73.6482508,3.894861246,OK,
"83 - EL MIRADOR",31,7,-73.6483323,3.894886151,OK,
"83 - EL MIRADOR",31,8,-73.648421,3.894904844,OK,
"83 - EL MIRADOR",31,9,-73.6484993,3.894934927,OK,
"83 - EL MIRADOR",31,10,-73.6485829,3.894957761,OK,
"83 - EL MIRADOR",31,11,-73.6486674,3.894980595,OK,
"83 - EL MIRADOR",31,12,-73.6487499,3.895006536,OK,
"83 - EL MIRADOR",31,13,-73.6488314,3.895029369,OK,
"83 - EL MIRADOR",31,14,-73.648916,3.895056347,OK,
"83 - EL MIRADOR",31,16,-73.649081,3.895110302,OK,
"83 - EL MIRADOR",31,17,-73.6491645,3.895133135,OK,
"83 - EL MIRADOR",31,18,-73.6492501,3.895159078,OK,
"83 - EL MIRADOR",31,19,-73.6493306,3.895188126,OK,
"83 - EL MIRADOR",31,20,-73.6494141,3.89521096,OK,
"83 - EL MIRADOR",31,21,-73.6494868,3.895227443,OK,
"83 - EL MIRADOR",31,22,-73.649576,3.895258567,OK,
"83 - EL MIRADOR",31,23,-73.6496647,3.895283475,OK,
"83 - EL MIRADOR",31,24,-73.6498287,3.895333026,OK,
"83 - EL MIRADOR",31,25,-73.6499086,3.895362074,OK,
"83 - EL MIRADOR",32,1,-73.6473227,3.894502458,OK,
"83 - EL MIRADOR",32,2,-73.647827,3.894655003,OK,
"83 - EL MIRADOR",32,3,-73.6479095,3.894683016,OK,
"83 - EL MIRADOR",32,4,-73.6479894,3.894708438,OK,
"83 - EL MIRADOR",32,5,-73.6480735,3.894733862,OK,
"83 - EL MIRADOR",32,6,-73.6481554,3.894761875,OK,
"83 - EL MIRADOR",32,7,-73.6482379,3.894780046,OK,
"83 - EL MIRADOR",32,8,-73.6483194,3.894807541,OK,
"83 - EL MIRADOR",32,9,-73.6484071,3.894832967,OK,
"83 - EL MIRADOR",32,10,-73.648488,3.894859943,OK,
"83 - EL MIRADOR",32,11,-73.648569,3.89488433,OK,
"83 - EL MIRADOR",32,12,-73.6486561,3.894906129,OK,
"83 - EL MIRADOR",32,13,-73.6487386,3.894933107,OK,
"83 - EL MIRADOR",32,14,-73.6488227,3.894956977,OK,
"83 - EL MIRADOR",32,15,-73.6489036,3.894981363,OK,
"83 - EL MIRADOR",32,16,-73.6489856,3.895007822,OK,
"83 - EL MIRADOR",32,17,-73.6490686,3.895035835,OK,
"83 - EL MIRADOR",32,18,-73.6491527,3.89505608,OK,
"83 - EL MIRADOR",32,19,-73.6492342,3.895080984,OK,
"83 - EL MIRADOR",32,20,-73.6493203,3.895109517,OK,
"83 - EL MIRADOR",32,21,-73.6494002,3.895135975,OK,
"83 - EL MIRADOR",32,22,-73.6494863,3.895154666,OK,
"83 - EL MIRADOR",32,23,-73.6495662,3.895187858,OK,
"83 - EL MIRADOR",32,25,-73.6497338,3.895234043,OK,
"83 - EL MIRADOR",32,26,-73.6498184,3.895262058,OK,
"83 - EL MIRADOR",32,27,-73.6498957,3.89528696,OK,
"83 - EL MIRADOR",33,1,-73.6473949,3.894453805,OK,
"83 - EL MIRADOR",33,2,-73.6478121,3.894582996,OK,
"83 - EL MIRADOR",33,3,-73.6478987,3.894612047,OK,
"83 - EL MIRADOR",33,4,-73.6479796,3.894630736,OK,
"83 - EL MIRADOR",33,5,-73.6480601,3.894659784,OK,
"83 - EL MIRADOR",33,6,-73.6481441,3.894686244,OK,
"83 - EL MIRADOR",33,7,-73.6482261,3.894709595,OK,
"83 - EL MIRADOR",33,8,-73.6483097,3.894732947,OK,
"83 - EL MIRADOR",33,9,-73.6483932,3.894756298,OK,
"83 - EL MIRADOR",33,11,-73.6485587,3.894811289,OK,
"83 - EL MIRADOR",33,12,-73.6486412,3.894835676,OK,
"83 - EL MIRADOR",33,13,-73.6487258,3.894860065,OK,
"83 - EL MIRADOR",33,14,-73.6488109,3.894884453,OK,
"83 - EL MIRADOR",33,15,-73.6488913,3.894910393,OK,
"83 - EL MIRADOR",33,16,-73.6489764,3.894934264,OK,
"83 - EL MIRADOR",33,17,-73.6490568,3.894961758,OK,
"83 - EL MIRADOR",33,18,-73.6491398,3.894987699,OK,
"83 - EL MIRADOR",33,19,-73.6492234,3.895010015,OK,
"83 - EL MIRADOR",33,20,-73.649309,3.895038548,OK,
"83 - EL MIRADOR",33,21,-73.649391,3.895062417,OK,
"83 - EL MIRADOR",33,22,-73.649476,3.895085251,OK,
"83 - EL MIRADOR",33,23,-73.649556,3.895109119,OK,
"83 - EL MIRADOR",33,24,-73.6496416,3.895129364,OK,
"83 - EL MIRADOR",33,25,-73.6497256,3.89515945,OK,
"83 - EL MIRADOR",33,26,-73.6498081,3.895186427,OK,
"83 - EL MIRADOR",33,27,-73.6498839,3.895212883,OK,
"83 - EL MIRADOR",34,29,-73.6497143,3.896648786,OK,
"83 - EL MIRADOR",34,20,-73.6489604,3.89584904,OK,
"83 - EL MIRADOR",34,1,-73.6473826,3.894380245,OK,
"83 - EL MIRADOR",34,2,-73.6474702,3.894407225,OK,
"83 - EL MIRADOR",34,3,-73.6475517,3.89443213,OK,
"83 - EL MIRADOR",34,4,-73.6476352,3.894456,OK,
"83 - EL MIRADOR",34,5,-73.6477177,3.894478833,OK,
"83 - EL MIRADOR",34,6,-73.6477992,3.894508918,OK,
"83 - EL MIRADOR",34,7,-73.6478858,3.894537969,OK,
"83 - EL MIRADOR",34,8,-73.6479673,3.894556658,OK,
"83 - EL MIRADOR",34,9,-73.6480457,3.894587777,OK,
"83 - EL MIRADOR",34,10,-73.6481292,3.894610611,OK,
"83 - EL MIRADOR",34,11,-73.6482179,3.894636555,OK,
"83 - EL MIRADOR",34,12,-73.6482942,3.894661457,OK,
"83 - EL MIRADOR",34,13,-73.6483798,3.894683256,OK,
"83 - EL MIRADOR",34,14,-73.6484644,3.89471127,OK,
"83 - EL MIRADOR",34,15,-73.648551,3.894736178,OK,
"83 - EL MIRADOR",34,17,-73.6487129,3.894787023,OK,
"83 - EL MIRADOR",34,18,-73.6487975,3.894808821,OK,
"83 - EL MIRADOR",34,19,-73.6488841,3.894836836,OK,
"83 - EL MIRADOR",34,20,-73.6489604,3.894861738,OK,
"83 - EL MIRADOR",34,21,-73.6490471,3.894886646,OK,
"83 - EL MIRADOR",34,22,-73.6491285,3.894910514,OK,
"83 - EL MIRADOR",34,23,-73.649211,3.894936456,OK,
"83 - EL MIRADOR",34,24,-73.6492987,3.894959291,OK,
"83 - EL MIRADOR",34,25,-73.6493843,3.894985234,OK,
"83 - EL MIRADOR",34,26,-73.6494637,3.895010138,OK,
"83 - EL MIRADOR",34,27,-73.6495441,3.89503815,OK,
"83 - EL MIRADOR",34,28,-73.6496277,3.89505684,OK,
"83 - EL MIRADOR",34,29,-73.6497143,3.895080711,OK,
"83 - EL MIRADOR",34,30,-73.6497947,3.895108723,OK,
"83 - EL MIRADOR",34,31,-73.6498778,3.895137254,OK,
"83 - EL MIRADOR",35,17,-73.6487078,3.895775253,OK,
"83 - EL MIRADOR",35,1,-73.6473733,3.894303579,OK,
"83 - EL MIRADOR",35,2,-73.6474569,3.894329521,OK,
